celltype_leiden_res_1.0,gene,expression
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Plasma cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Myeloid,CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
B cells,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Cycling tumor,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
Tumor epithelial,CSAG1,-0.02162641005451054
Unknown,CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
Endothelial,CSAG1,-0.02162641005451054
T cells,CSAG1,-0.02162641005451054
CAF,CSAG1,-0.02162641005451054
Epithelial (stress/EMT),CSAG1,-0.02162641005451054
NK cells,CSAG1,-0.02162641005451054
